contentId,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-3058031327323357308,The Java 8 API Design Principles,Java 8 Streams - A Deeper Approach About Performance Improvement,Most Interesting APIs in 2016: Cognitive Computing,The hardest thing in computer science,Using Microservices Architecture as API Enablement Strategy,The Ultimate Solution to Versioning REST APIs: Content Negotiation
5901067357946111913,Comprar roupas está ficando fora de moda no Reino Unido,Black Friday salva o ano do e-commerce,"SINAIS do FUTURO imediato: #1, internet das coisas",Especialistas trazem tendências de UX para 2017 - KingHost,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
-3295730307439884506,[1312.4645v4] A Bayesian Approach to Graphical Record Linkage and De-duplication,IBM Seeks to Simplify Graph with New Titan Service,Graph-powered Machine Learning at Google,[1612.00380] Playing Doom with SLAM-Augmented Deep Reinforcement Learning,Java 8 Streams - A Deeper Approach About Performance Improvement,Save time with Quick Access in Drive
-3073433549435888423,Pesquisa do Google mostra a influência do digital no varejo brasileiro | Google Discovery,Black Friday salva o ano do e-commerce,Citroën lança e-commerce de carros,Alibaba quebra recorde de vendas no Dia dos Solteiros - e-commerce,Seguradoras divulgam resultados de 2016 - Apólice,Comprar roupas está ficando fora de moda no Reino Unido
-7977868424702448788,Terça de Dados #11 - Debate sobre a Regulamentação de TI,Especialistas trazem tendências de UX para 2017 - KingHost,TI Bimodal? Receita para o desastre...,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,CRO: crescimento com baixo investimento,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
-7762049078455894395,Inversion of Control Containers and the Dependency Injection pattern,The Java 8 API Design Principles,The hardest thing in computer science,Java 8 Streams - A Deeper Approach About Performance Improvement,Android Fundamentals: IntentService Basics,Android process death - and the (big) implications for your app - Inloop
2096088841518695759,A publicidade sem ROI acaba de morrer: adapte-se ou junte-se a ela - Meio & Mensagem,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,"SINAIS do FUTURO imediato: #1, internet das coisas",O que é benchmarking? Veja quando um concorrente se torna inspiração!,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-3248233692182971167,Debugging WordPress: 11 Powerful Tips and Techniques,Learn About the PHP Trends and Predictions for 2017,Speed Up a WordPress Website in 8 Steps,20 Awesome PHP Libraries For Early 2017,Exploited Script in WordPress Themes Send Spam,What to look for in a code review 
-8278375716950339547,Aussie Uses Arduino Chips To Roboticize a Ford Focus,Google Home brings Google's smarts to your living room,All Tesla cars built from now on have everything onboard for full self-driving,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices",A smart home is where the bot is,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack"
-4893195573827770029,The cynical bankers' trick: show me the money - Chris Skinner's blog,Where is the bank's digital vision? - Chris Skinner's blog,Rewiring Citi for the digital age,Five things to include in your digital transformation playbook,"Amazon looking to buy Capital One? "" Banking Technology",Digital Tool as Strategic Enabler for Banking Transformation
3151913710743441986,"Parece árvore, mas é uma turbina eólica",Especialistas trazem tendências de UX para 2017 - KingHost,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,A saga do jovem CEO da Dasa,O manual do deboísta corporativo
2725842723638001955,Micro Profile JavaEE com Wildfly Swarm,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Kotlin no Backend (Parte 2) :: Concrete Solutions,"SINAIS do FUTURO imediato: #1, internet das coisas",Usando o git add interativo,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento
6800965548226529308,Sponsored: Five reasons why retailers should opt for digital receipts,Now sites can fingerprint you online even when you use multiple browsers,Browser Trends December 2016: Mobile Overtakes Desktop,Lossless Web Navigation with Trails,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Addressing Accessibility for the Web
5929055844564382383,Digital Tool as Strategic Enabler for Banking Transformation,Banking Needs a Customer Experience Wake-Up Call,Where is the bank's digital vision? - Chris Skinner's blog,Five things to include in your digital transformation playbook,Blockchain Will Be Used By 15% of Big Banks By 2017,Mapping the Global NeoBank Landscape - Techfoliance
5053372977408537204,Democratizing AI,Andrew Ng: What AI Can and Can't Do,Here's how The White House wants the U.S. to approach AI R&D,Top 10 Hot Artificial Intelligence (AI) Technologies,"Facebook, Amazon, Google, IBM and Microsoft come together to create historic Partnership on AI",The Competitive Landscape for Machine Intelligence
-7463572107837163154,Google's new translation software is almost as good as human translators,"A Neural Network for Machine Translation, at Production Scale",Why Deep Learning Is Suddenly Changing Your Life,"Google Cloud Machine Learning family grows with new API, editions and pricing","AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Rating the English Proficiency of Countries and Industries Around the World
-8680242653057858999,"3 Industries That Will Be Transformed By AI, Machine Learning And Big Data In The Next Decade",The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence,Not Your Father's Insurance Industry - Insurance Thought Leadership,"Cross-industry innovations for agriculture | Deloitte Australia | Consumer & Industrial products, Technology",How CIOs Leverage Business Intelligence to Drive Smarter Decision-Making
2847365042071859088,,,,,,
-713893030279048092,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",IBM now uses more Macs than any other company | Cult of Mac,IBM now uses more Macs than any other company | Cult of Mac,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element"
2847365042071859088,,,,,,
4869691310149728361,"R.I.P. David Bunnell, founder of MacWorld | Cult of Mac",Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac
-2358644309529026633,Apple Invites Media to 'Hello Again' October 27th Mac-Centric Event,New MacBook Pro is not a Laptop for Developers Anymore,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,"Apple sends out invites for an October 27th event, hints that new Macs are coming","Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",IBM now uses more Macs than any other company | Cult of Mac
6892165923784661946,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element","IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",IBM now uses more Macs than any other company | Cult of Mac,IBM now uses more Macs than any other company | Cult of Mac,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",AI can learn from data without ever having access to it
-2139739377293212491,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year","IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",IBM now uses more Macs than any other company | Cult of Mac,IBM now uses more Macs than any other company | Cult of Mac,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element"
4164212115654350513,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Google Cloud Platform sets a course for new horizons,"Docker - Build, Ship, and Run Any App, Anywhere",Google acquires Qwiklabs to teach developers cloud skills,Cloud Native Part 1: Definition,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications"
-8480712303720557641,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data,Google Cloud Platform sets a course for new horizons,Google's Cloud Machine Learning service is now in public beta,8 must-see sessions for application developers at Google Cloud Next '17,"Google Cloud Machine Learning family grows with new API, editions and pricing",Amazon EBS Update - New Elastic Volumes Change Everything | AWS Blog
4780818054552370624,Introducing Google Cloud Shell's new code editor,How to use Docker to run ASP.NET Core apps on Google App Engine,8 must-see sessions for application developers at Google Cloud Next '17,Expanding our IDE support with a new Eclipse plugin for App Engine,[PayPal] Postos Shell adotam pagamento no smartphone,Google Cloud Platform sets a course for new horizons
-6511604233888915532,"Apple sends out invites for an October 27th event, hints that new Macs are coming",Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,IBM now uses more Macs than any other company | Cult of Mac,IBM now uses more Macs than any other company | Cult of Mac,Apple Invites Media to 'Hello Again' October 27th Mac-Centric Event,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year"
4859179221363512189,All Tesla cars built from now on have everything onboard for full self-driving,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices",ŷhat | Classifying handwritten digits using TensorFlow,Aussie Uses Arduino Chips To Roboticize a Ford Focus,Why Deep Learning Is Suddenly Changing Your Life,Baidu Research grills AI models on deep learning
-1609424513692297222,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,IBM now uses more Macs than any other company | Cult of Mac,IBM now uses more Macs than any other company | Cult of Mac,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts","Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",Introducing Docker for Windows Server 2016 - Docker Blog
-7388035385087807288,Load Testing Our Site on Pantheon (Drupalize.me),What to look for in a code review ,Speed Up a WordPress Website in 8 Steps,BrowserLab: Automated regression detection for the web,The Complete Google Analytics Audit Checklist | Optimization Up,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine"
6195056361889291497,Addressing Accessibility for the Web,My Approach to Mobile Accessibility Testing - Ministry of Testing,What to look for in a code review ,Can user-centered design steer you wrong?,The Complete Google Analytics Audit Checklist | Optimization Up,Engineering Digital Banking Solutions Using UX Methodology
4428409432282393251,Introduction · Bitcoin para Programadores,Especialistas trazem tendências de UX para 2017 - KingHost,Black Friday salva o ano do e-commerce,O futuro das interfaces: Chatbots - Tableless,Desenvolvimento de Aplicativos Mobile com Xamarin -,Que novas oportunidades poderemos criar com Blockchain? - CIO
8289311442635691404,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",How real businesses are using machine learning,How Coca-Cola Is Harvesting Innovation Energy From Startups,Machine Learning Is No Longer Just for Experts,Coca-Cola reportedly closes Founders startup incubator,Why Deep Learning Is Suddenly Changing Your Life
3058137260516373249,Now we know how profitable Microsoft's cloud business is -and investors should be happy,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,"Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza",Google Cloud Platform sets a course for new horizons,Assessing Salesforce's platform and ecosystem | ZDNet,"Google Cloud Machine Learning family grows with new API, editions and pricing"
5271205718596251417,9 Rules of Open-Office Etiquette,Live asynchronously.,Why Programmers Want Private Offices,6 New Tech Gadgets That Will Simplify Your Life in 2017,Seniority,Ask a Female Engineer: Joining a Startup
-3060116862184714437,Where is the bank's digital vision? - Chris Skinner's blog,Five things to include in your digital transformation playbook,Digital Tool as Strategic Enabler for Banking Transformation,Digital Leadership Is Not an Optional Part of Being a CEO,Rewiring Citi for the digital age,The new tech talent you need to succeed in digital
-4561077506184283336,Build Apps Faster with Salesforce - Webinar,Webinar Salesforce - Best Practices for Advanced Lightning Apps,Assessing Salesforce's platform and ecosystem | ZDNet,Salesforce adds some artificial intelligence to customer service products,Salesforce Architect Journey,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing
8195862936106508846,Client-side ranking to more efficiently show people stories in feed,Facebook now flags and down-ranks fake news with help from outside fact checkers,BrowserLab: Automated regression detection for the web,Renewing Medium's focus,Scrum Community - Scrum Alliance,Don't Waste Your Time on Networking Events
1851975995406778464,PICNIC,O que é liderança? Liderança é fazer a diversidade funcionar.,"SINAIS do FUTURO imediato: #1, internet das coisas","""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Para inovar é preciso mais do que boas ideias - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!
9045808098977760576,A trip to Google's New York City Pop-Up Shop,Google Home brings Google's smarts to your living room,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Google's Cloud Machine Learning service is now in public beta,"Google saves Allo conversations, a win for machine learning but a loss for privacy - Tech2",This 8-Page Website Generated Six-Figures in its First 8 Months - gaps
7138108653908662095,"[Hangout] StartSe promove hangout gratuito com Caio Poli, do Nubank; inscreva-se",Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Nubank pode fechar as portas se BC confirmar mudança amanhã,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-7666273193533605701,"Como a inteligência artificial já muda mercados, da gastronomia ao petróleo - Startupi",Aplicações da Inteligência artificial | Endeavor Brasil,Especialistas trazem tendências de UX para 2017 - KingHost,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"SINAIS do FUTURO imediato: #1, internet das coisas"
-3071732669882279801,Qual é a real diferença entre Data Storytelling e análise de dados? - CIO,Especialistas trazem tendências de UX para 2017 - KingHost,Gestão de Dados: 10 questões básicas sobre seu uso,O que é benchmarking? Veja quando um concorrente se torna inspiração!,CRO: crescimento com baixo investimento,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-8954346068661072425,The technology behind preview photos,Optimizing the Performance of Vector Drawables - upday devs,New Amazon Linux Container Image for Cloud and On-Premises Workloads,Introducing the Open Images Dataset,ŷhat | Classifying handwritten digits using TensorFlow,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine"
-4582216289807398227,Replace Lego's $190 Intelligent Brick with MIT's Scratch and a $40 Raspberry Pi,Mastering Bash and Terminal,The new 64-bit Orange Pi is a quad-core computer for $20,Home-Made Twitter and Gmail Notifications with PHP and Arduino,Command-line utilities,Asus ready to take bite of 'Pi' market with Tinker micro PC
-1173087925894083974,AI can learn from data without ever having access to it,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",Here's how The White House wants the U.S. to approach AI R&D,Andrew Ng: What AI Can and Can't Do,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery
6985167957194730651,Free Online IDE and Terminal,Command-line utilities,Introducing the IBM Bluemix Garage Method Field Guide - Bluemix Blog,Mastering Bash and Terminal,Six iconic retailers and their digital transformation journeys,Google Cloud Platform sets a course for new horizons
2642993575444549134,Smartwatch sales are tanking,Review: Apple Watch Series 2 | MacMagazine.com.br,Taking the Apple Watch Nike+ for a spin,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,Apple Has Created 'Detailed Mockups' of iMessage for Android
-4333957157636611418,Why Programmers Want Private Offices,Live asynchronously.,9 Rules of Open-Office Etiquette,7 Tips to Create a Company Learning Culture like Google - Without Resources,"Just shut up and let your devs concentrate, advises Stack Overflow CEO Joel Spolsky","Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack"
4700641534148321049,The Original iPod Turns 15 Years Old,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac
-1525688508571111688,Introducing JIRA Software for iPhone,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,Jira - A Necessary Evil?,4 essential how-tos for dealing with scope creep,12 Agile principles,Machine Learning Is No Longer Just for Experts
5967886403500658324,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac
6892866957050839435,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,Accenture and Adboe team on customer enegagement,We are on the verge of a consumer M&A avalanche,Large CPGs are under attack by startups... and consumers are winning,The Sweet Way that Gamification Helps M&M's Boost Consumer Engagement - Gamification Co
7926736692763443624,The Ultimate Guide to SEO Reporting: Starting with the Basics,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,The Complete Google Analytics Audit Checklist | Optimization Up,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers
2531450382701518075,"Where, how much, and how: Answering the hardest questions of resource allocation",Centrally manage all your Google Cloud resources with Cloud Resource Manager,The new tech talent you need to succeed in digital,The Ultimate Solution to Versioning REST APIs: Content Negotiation,3 Pillars of the Most Successful Tech Products,Why do you Fail at Growth Marketing and How to Solve it
722931447608069342,Serasa Experian realiza hackathon com prêmios de até R$10 mil - Startupi,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Black Friday salva o ano do e-commerce,Especialistas trazem tendências de UX para 2017 - KingHost,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
-8885776096632729273,Criador do Ubuntu diz que o sistema soluciona o problema de segurança na Internet das Coisas,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"Canonical libera patches de segurança para os sistemas Ubuntu 12.04, 14.04, 16.04, 16.10 e derivados","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Especialistas trazem tendências de UX para 2017 - KingHost
1829180586132834070,"Facebook Messenger now supports PayPal payments in bots, will track your PayPal receipts",Life Beyond Email: Chatbot Marketing,[PayPal] Postos Shell adotam pagamento no smartphone,Natura inova e cria bot para auxiliar consumidores a escolherem presentes de natal - Startupi,Introduction To Chatbots,Building a Facebook Chat Bot with Node and Heroku
9209886322932807692,Web Share API,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O que é benchmarking? Veja quando um concorrente se torna inspiração!,O futuro das interfaces: Chatbots - Tableless,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-5231736210378596444,Google Tag Manager: Giving Mobile Tagging a Little Extra Love,What Google AMP Means for Every Marketer,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,The Complete Google Analytics Audit Checklist | Optimization Up,8 must-see sessions for application developers at Google Cloud Next '17,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog
-6119620726358216329,Google Jamboard Is a Huge 4K Screen You Can Scribble On,"[Situation Wall] Jamboard - the whiteboard, reimagined for collaboration in the cloud",Google Home brings Google's smarts to your living room,Google's Cloud Machine Learning service is now in public beta,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,8 must-see sessions for application developers at Google Cloud Next '17
6049739262059615567,Review: Apple Watch Series 2 | MacMagazine.com.br,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!
7636423839699365160,Twitter's sales team may take a hit in big upcoming layoffs,Twitter is shutting down Vine,Assessing Salesforce's platform and ecosystem | ZDNet,A Tale of 2 API Platforms - GGV Capital,Building on Slack Saved Our Startup,Why do you Fail at Growth Marketing and How to Solve it
-8582642829303844420,Apple Has Created 'Detailed Mockups' of iMessage for Android,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Support Ended for Eclipse Android Developer Tools,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element","Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery"
-1243978819371381632,Today in Apple history: OS X Panther claws its way onto Macs | Cult of Mac,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,IBM now uses more Macs than any other company | Cult of Mac,IBM now uses more Macs than any other company | Cult of Mac,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac
3385087622593663739,Captain Fantastic (2016),All Together Now. Introducing G Suite.,Digitization and The Loss of Iconography - Posted by SYPartners,"Little girls doubt that women can be brilliant, study shows",trendwatching.com | 5 Trends for 2017 | TrendWatching,7. What's in this for me?
8769121796537771237,Susep divulga nota de esclarecimento sobre a Youse Seguros,CNseg anuncia os finalistas da 6ª edição do Prêmio de Inovação em Seguros - Sonho Seguro,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Seguradoras divulgam resultados de 2016 - Apólice,Black Friday salva o ano do e-commerce,CRO: crescimento com baixo investimento
8340838192486391835,Microsoft adds Python to deep learning toolkit,Why Deep Learning Is Suddenly Changing Your Life,Baidu Research grills AI models on deep learning,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Democratizing AI,"Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza"
3032648342029994387,Fusão de startups cria uma das maiores de tecnologia em saúde do Brasil,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,Como a tecnologia está mudando o atendimento hospitalar,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",A saga do jovem CEO da Dasa,Especialistas trazem tendências de UX para 2017 - KingHost
-6590064508646491981,Kotlin no Backend (Parte 2) :: Concrete Solutions,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Introducing Kotlin support in Spring Framework 5.0,"Kotlin in Production - What works, Whats broken",Micro Profile JavaEE com Wildfly Swarm,"SINAIS do FUTURO imediato: #1, internet das coisas"
-5729915270134094048,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Introducing Kotlin support in Spring Framework 5.0,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,"Kotlin in Production - What works, Whats broken",How Kotlin became our primary language for Android - UPTech Team,Combining Spring Boot and JDBI
-4163754746025598258,"Cross-industry innovations for agriculture | Deloitte Australia | Consumer & Industrial products, Technology",5 Asian Trends for 2017,5 Latin Trends for 2017 | TrendWatching,Lessons from Becoming a Data-Driven Organization,"3 Industries That Will Be Transformed By AI, Machine Learning And Big Data In The Next Decade",Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership
-1072987232233605661,IBM Watson e a revolução pela inteligência artificial | Udacity,Aplicações da Inteligência artificial | Endeavor Brasil,Robô da IBM substitui 34 funcionários de empresa no Japão,Robô da IBM substitui 34 funcionários de empresa no Japão,"Como a inteligência artificial já muda mercados, da gastronomia ao petróleo - Startupi","Depois da Inteligência Artificial, vem aí a Inteligência Paralela"
-3267081294086663175,Microsoft's Digital Post-It Is Powered By Your Office's Horrible Lighting,Using Display Suite in Drupal 8: How to Customize Content Pages - WebWash,"Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza",Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,The technology behind preview photos,Now we know how profitable Microsoft's cloud business is -and investors should be happy
4647928672998188259,7 Ways to Win Consumers on Their Path to Purchase,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Large CPGs are under attack by startups... and consumers are winning,We are on the verge of a consumer M&A avalanche,Voice Search Could Become Mainstream Within the Next 5 Years,Breaking: Apple's Search Ads go LIVE!
1115750778137998115,O que é benchmarking? Veja quando um concorrente se torna inspiração!,"SINAIS do FUTURO imediato: #1, internet das coisas",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Para inovar é preciso mais do que boas ideias - Startupi,O manual do deboísta corporativo
2441555519716118559,Google tag manager Workspaces - Como funciona?,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,"SINAIS do FUTURO imediato: #1, internet das coisas",Como o Trello foi de 4 a 17 milhões de usuários,O que é benchmarking? Veja quando um concorrente se torna inspiração!,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-4270702541777554377,Slack CEO Stewart Butterfield on the Future of Communication,How the Communicator's Dilemma Made a 'Slack-lash' Inevitable,Seniority,Live asynchronously.,Life Beyond Email: Chatbot Marketing,Building on Slack Saved Our Startup
-5637143900506554933,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Google Is in a Fierce Global Race for Scarce AI Talent,Why Deep Learning Is Suddenly Changing Your Life,Baidu Research grills AI models on deep learning,Andrew Ng: What AI Can and Can't Do,Here's how The White House wants the U.S. to approach AI R&D
5847042211895226591,Elastic Stack 5.0.0 Released,A Data Engineer's Guide To Non-Traditional Data Storages,"The Languages, Frameworks and Tools You Should Learn in 2017",The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,What's the Best Programming Language to Learn in 2017?,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack
6669026579073415958,IBM Watson is about to make Slack's chat bot smarter,Slack and Google announce partnership focused on better integrating their services,Building on Slack Saved Our Startup,Slack swips at Skype with video calls and reaction emoji,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",How the Communicator's Dilemma Made a 'Slack-lash' Inevitable
5258604889412591249,Machine Learning Is No Longer Just for Experts,How real businesses are using machine learning,Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery,The Best Advice From Quora on 'How to Learn Machine Learning',Google's Cloud Machine Learning service is now in public beta,"Google Cloud Machine Learning family grows with new API, editions and pricing"
393734797767236089,,,,,,
393734797767236089,,,,,,
-5011709367955107239,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",Seguradoras divulgam resultados de 2016 - Apólice,"Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre",Santander Brasil gera 21% do resultado da matriz no 4º trimestre
-6564402465035266866,Twitter is shutting down Vine,A Tale of 2 API Platforms - GGV Capital,Twitter's sales team may take a hit in big upcoming layoffs,Building on Slack Saved Our Startup,Google's Firebase Team Picks Up Twitter's Fabric,Home-Made Twitter and Gmail Notifications with PHP and Arduino
2314077149264083254,Enterprise Open Source Programs Flourish -- In Tech and Elsewhere,Sharing innovation with your competitors - Dries Buytaert,"Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza",How to move an entire government to a new digital platform - Dries Buytaert,Dries Buytaert,"The Languages, Frameworks and Tools You Should Learn in 2017"
6187300944962737279,GPU Acceleration in Databricks,Baidu Research grills AI models on deep learning,Machine Learning Is No Longer Just for Experts,Why Deep Learning Is Suddenly Changing Your Life,Microsoft adds Python to deep learning toolkit,"Google Cloud Machine Learning family grows with new API, editions and pricing"
